identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	learned_canonical_prob
AT4G31130.1	Q9M089	4	canonical	6.0	20.7528815	0.4328205128205124	8.347962760925295	100.0	175.0562	keratin-associated protein (DUF1218)	0.9519967834792233
AT4G31140.1	E135	4	canonical	40.0	52.71468390000002	0.0605371900826444	5.803852272033691	99.95	146.9666	O-Glycosyl hydrolases family 17 protein	0.9848791160147119
AT4G31150.1	Q8L9R0	4	canonical	8.0	30.880923600000035	-0.2191335740072201	6.0547395706176745	100.0	120.6024	endonuclease V family protein	0.9794666563883111
AT4G31160.1	DCAF1	4	canonical	130.0	205.4490003999998	-0.3425916091343588	4.9752534866333	100.0	91.7982	DDB1-CUL4 associated factor 1	0.9976190263479529
AT4G31170.1	Q9M085	4	canonical	26.0	46.08320130000007	-0.2463592233009714	5.967093849182128	100.0	221.7555	Protein kinase superfamily protein	0.9874988432381011
AT4G31180.1	SYDC2	4	canonical	117.0	62.916954100000176	-0.3853046594982073	5.912187385559082	100.0	249.9943	Class II aminoacyl-tRNA and biotin synthetases superfamily protein	0.9961258571491449
AT4G31200.1	O49570	4	canonical	39.0	72.49562130000032	-0.7893846153846146	6.23156566619873	99.96	71.5851	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein	0.9895868160123408
AT4G31210.3	A0A1P8B5K1	4	canonical	121.0	141.09636700000073	-0.5596093749999997	9.389642906188964	99.95	72.7061	DNA topoisomerase%2C type IA%2C core	0.986156165525356
AT4G31230.1	Q1PE30	4	canonical	37.0	84.56898690000055	-0.465706806282721	8.210387229919434	95.52	56.8859	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein	0.9494762324773248
AT4G31240.1	NRX3	4	canonical	5.0	44.96214390000004	-0.1908163265306124	5.449347496032714	99.89	545.3262	protein kinase C-like zinc finger protein	0.9829654045402201
AT4G31250.1	Y4312	4	canonical	6.0	75.23414120000032	-0.2399408284023672	8.273243904113773	99.98	151.9318	Leucine-rich repeat protein kinase family protein	0.995883263175604
AT4G31270.1	Q8GWR8	4	canonical	2.0	33.36904560000003	-0.7527210884353741	4.884538459777832	99.93	139.6013	sequence-specific DNA binding transcription factor	0.9451375599643713
AT4G31290.1	GCT22	4	canonical	14.0	25.606891700000023	-0.4334801762114539	6.083045387268065	100.0	1092.6555	ChaC-like family protein	0.9728508219892221
AT4G31300.1	PSB6	4	canonical	105.0	25.1511152	-0.127038626609442	5.311058235168456	100.0	706.0214	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	0.9803904536226532
AT4G31310.2		4	canonical	29.0	20.340765500000007	-0.6712643678160923	5.0068559646606445	99.93	172.0448	AIG2-like (avirulence induced gene) family protein	0.9559022031348863
AT4G31320.1	O49581	4	canonical	7.0	21.41702380000001	-0.6978835978835981	8.987360191345214	59.83	1110.8305	SAUR-like auxin-responsive protein family	0.5532497769616035
AT4G31340.1	Q8GUN1	4	canonical	84.0	49.64818920000011	-0.597254004576658	9.030747413635254	100.0	745.6352	myosin heavy chain-like protein	0.9811409826934284
AT4G31350.1	Q8GS18	4	canonical	22.0	43.75309949999998	-0.2231382978723406	8.940169334411621	99.96	70.0202	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein	0.949673864572821
AT4G31360.1	Q8W465	4	canonical	24.0	20.66141020000001	-0.939784946236559	8.858358955383299	99.95	766.974	selenium binding protein	0.9603805806355133
AT4G31380.1	FLP1	4	canonical	5.0	14.24990299999998	-0.5725806451612904	9.298871421813963	63.65	715.8334	flowering-promoting factor-like protein	0.44925953187466283
AT4G31390.1	AB1K1	4	canonical	75.0	76.75610920000032	-0.073900293255132	5.479301643371582	99.98	120.9036	Protein kinase superfamily protein	0.9963621073738523
AT4G31400.1	CTF7	4	canonical	2.0	38.98780040000005	-0.5086956521739134	8.764492988586426	99.93	71.6306	protein CTF7	0.9439625465406349
AT4G31410.1	Q8S9L2	4	canonical	6.0	35.6079796000001	-0.8363636363636368	5.078302574157713	99.98	125.1399	E3 ubiquitin-protein ligase%2C putative (DUF1644)	0.9622362434385583
AT4G31420.1	REIL1	4	canonical	30.0	45.997029100000056	-0.8029702970297028	5.438434410095215	100.0	548.0662	Zinc finger protein 622	0.9787347170922656
AT4G31430.2	KAKU4	4	canonical	52.0	61.17003300000029	-0.7898954703832746	5.3959756851196286	100.0	331.141	flocculation protein	0.9916538294603984
AT4G31440.1	Q9SV25	4	canonical	10.0	41.80114240000002	-0.4548812664907652	8.942941474914551	99.44	49.5538	transcriptional regulator of RNA polII%2C SAGA%2C subunit	0.7763288916847889
AT4G31460.1	Q9SV23	4	canonical	47.0	24.065232399999992	-0.901886792452831	9.38571033477783	100.0	215.2531	Ribosomal L28 family	0.965713385054683
AT4G31470.1	Q9SV22	4	canonical	5.0	20.9309888	-0.2648648648648649	9.903971672058104	64.78	507.4399	CAP (Cysteine-rich secretory proteins%2C Antigen 5%2C and Pathogenesis-related 1 protein) superfamily protein	0.6420041955308775
AT4G31480.1	COPB1	4	canonical	210.0	106.14363130000068	-0.0358649789029535	5.593491172790528	100.0	479.6068	Coatomer%2C beta subunit	0.9969490673958519
AT4G31490.1	COPB2	4	canonical	209.0	106.07667610000068	-0.0215189873417722	5.7149560928344725	100.0	259.6554	Coatomer%2C beta subunit	0.9968282134619911
AT4G31500.1	C83B1	4	canonical	66.0	56.84576230000006	-0.1216432865731464	8.521898460388183	99.59	3220.303	cytochrome P450%2C family 83%2C subfamily B%2C polypeptide 1	0.977674479837276
AT4G31510.1	Q9SV19	4	canonical	6.0	24.0010349	-0.9542056074766356	5.208236503601074	99.89	181.1057	major centromere autoantigen B-like protein	0.9471690308008387
AT4G31530.1	Q8GYZ0	4	canonical	42.0	35.22764830000004	-0.1734567901234568	7.670615196228028	99.96	78.2918	NAD(P)-binding Rossmann-fold superfamily protein	0.9632602171905329
AT4G31540.1	Q7XYW9	4	canonical	40.0	77.69550980000035	-0.2617176128093165	8.590106010437015	0.56	0.1063	exocyst subunit exo70 family protein G1	0.21334480023706373
AT4G31550.1	WRK11	4	canonical	11.0	35.80416500000003	-0.5769230769230769	9.675044441223148	100.0	1493.0567	WRKY DNA-binding protein 11	0.9739863434411377
AT4G31560.1	Q9SV14	4	canonical	4.0	14.70054209999998	-0.0970802919708028	5.1078588485717775	100.0	514.8934	high chlorophyll fluorescence 153	0.9587129706169247
AT4G31570.2	A0A1P8B875	4	canonical	165.0	305.1145649000004	-0.5588688946015479	4.720046424865722	99.95	164.3341	nucleoporin	0.998586054666447
AT4G31580.1	RSZ22	4	canonical	30.0	22.4575573	-1.445500000000001	11.438061332702638	100.0	547.4215	serine/arginine-rich 22	0.9716239473393847
AT4G31590.1	CSLC5	4	canonical	27.0	79.41990320000042	0.0965317919075143	8.745088005065917	99.98	308.2622	Cellulose-synthase-like C5	0.9966485135979046
AT4G31600.1	UTR7	4	canonical	4.0	34.6250049	0.8126934984520138	9.385903739929198	99.95	176.8143	UDP-N-acetylglucosamine (UAA) transporter family	0.9461744040433413
AT4G31670.1	UBP18	4	canonical	15.0	70.75188910000023	-0.3814580031695724	4.969683265686036	99.98	70.6942	ubiquitin-specific protease 18	0.9933601827451359
AT4G31700.1	RS61	4	canonical	170.0	28.36672230000003	-0.8976	10.612350273132323	100.0	2983.3057	ribosomal protein S6	0.9647224218824482
AT4G31720.1	TAF10	4	canonical	9.0	14.912686699999982	-0.5470149253731345	5.501980400085448	100.0	162.3825	TBP-associated factor II 15	0.9780281048107073
AT4G31730.1	GDU1	4	canonical	2.0	17.2541445	-0.5101265822784811	4.957292366027831	97.36	562.4076	glutamine dumper 1	0.7840066516353683
AT4G31750.1	P2C59	4	canonical	33.0	33.24731030000002	-0.2829581993569134	4.670312309265137	100.0	121.9886	HOPW1-1-interacting 2	0.9654612965140664
AT4G31760.1	PER46	4	canonical	5.0	35.24389180000006	-0.1303680981595091	4.737382316589356	80.54	154.6068	peroxidase superfamily protein	0.6275377173474166
AT4G31770.1	DBR1	4	canonical	21.0	48.17477930000008	-0.5023923444976075	5.089272499084472	99.89	58.2748	debranching enzyme 1	0.9458687253553039
AT4G31780.2	MGDG1	4	canonical	38.0	58.53689419999999	-0.1575984990619142	9.298613548278809	100.0	782.482	monogalactosyl diacylglycerol synthase 1	0.9936072616887418
AT4G31790.1	DPH5	4	canonical	22.0	30.78986710000001	-0.1335740072202166	4.979743766784667	99.95	265.0108	Tetrapyrrole (Corrin/Porphyrin) Methylase	0.9694693650721526
AT4G31800.1	WRK18	4	canonical	18.0	34.76536030000005	-0.8419354838709672	6.871459007263184	99.98	1805.3337	WRKY DNA-binding protein 18	0.9681614743145031
AT4G31810.1	HIBC5	4	canonical	72.0	45.49936100000006	-0.2029339853300733	5.101890754699705	99.95	163.7356	ATP-dependent caseinolytic (Clp) protease/crotonase family protein	0.9805650416458079
AT4G31820.1	NPY1	4	canonical	26.0	64.40091450000028	-0.3148861646234679	6.918521690368652	99.98	324.0891	Phototropic-responsive NPH3 family protein	0.9961140030443595
AT4G31830.1	Q9SZ50	4	canonical	14.0	10.596917299999989	-0.6590000000000005	9.599487495422364	44.91	1168.1538	transmembrane protein	0.42884042496512365
AT4G31840.1	Q9SZ51	4	canonical	34.0	18.96135759999997	0.0762711864406781	8.992324256896975	99.37	4263.7402	early nodulin-like protein 15	0.8766169890342126
AT4G31850.1	PP344	4	canonical	52.0	124.19280640000082	-0.0406474820143885	6.38463306427002	99.82	110.9915	proton gradient regulation 3	0.9951951736885433
AT4G31860.1	P2C60	4	canonical	26.0	39.20240880000006	-0.4767507002801122	4.970649528503418	100.0	828.9591	Protein phosphatase 2C family protein	0.9779683179781737
AT4G31870.1	GPX7	4	canonical	34.0	25.7739765	-0.3463519313304724	9.534696769714357	93.94	259.6051	glutathione peroxidase 7	0.6720584022354879
AT4G31880.2	F4JTF2	4	canonical	135.0	94.079963400001	-0.9780963302752264	5.483394050598144	100.0	697.6455	transcriptional regulator	0.9986608402916856
AT4G31890.1	Q9SZ56	4	canonical	11.0	56.22853150000006	-0.1260617760617763	5.530627250671387	99.75	58.9986	ARM repeat superfamily protein	0.9655104725738469
AT4G31900.1	CHR7	4	canonical	37.0	139.4148961000006	-0.6475041597337763	5.349367713928221	41.02	65.819	chromatin remodeling factor	0.9304018002248603
AT4G31910.1	BRAT1	4	canonical	23.0	51.14418320000007	-0.1934497816593888	7.12228946685791	96.07	271.4557	HXXXD-type acyl-transferase family protein	0.9572787453439547
AT4G31920.1	ARR10	4	canonical	12.0	61.65149710000024	-0.5967391304347816	5.835170555114746	100.0	175.072	response regulator 10	0.9931690585631822
AT4G31930.1	Q9AST4	4	canonical	13.0	27.176025300000035	-0.3948717948717952	8.779771995544433	99.86	52.5769	Mitochondrial glycoprotein family protein	0.9209671533857245
AT4G31940.1	C82C4	4	canonical	29.0	58.91873550000011	-0.1015267175572519	7.641399955749511	40.24	1941.305	cytochrome P450%2C family 82%2C subfamily C%2C polypeptide 4	0.9291236779634148
AT4G31970.1	C82C2	4	canonical	21.0	59.00178970000014	-0.1533460803059273	8.684939002990724	51.12	4990.0263	cytochrome P450%2C family 82%2C subfamily C%2C polypeptide 2	0.9120688884706099
AT4G31980.1	O49393	4	canonical	3.0	77.68269880000045	-0.2204411764705875	8.901488304138184	100.0	205.0479	PPPDE thiol peptidase family protein	0.9974869054360942
AT4G31990.1	AAT5	4	canonical	149.0	49.830664700000135	-0.1492273730684327	8.182214546203614	100.0	407.0495	aspartate aminotransferase 5	0.989473207961085
AT4G32000.1	F4JTH1	4	canonical	5.0	45.84086960000003	0.0674641148325358	9.152657127380367	99.35	101.6685	Protein kinase superfamily protein	0.873670159974689
AT4G32010.1	VAL2	4	canonical	16.0	86.01154120000042	-0.5356410256410249	8.046508598327637	100.0	138.0206	HSI2-like 1	0.997651952936205
AT4G32020.1	O49389	4	canonical	4.0	19.591451899999992	-0.519889502762431	10.97182598114014	100.0	6832.6502	serine/arginine repetitive matrix-like protein	0.9465579196599937
AT4G32040.1	KNAT5	4	canonical	17.0	43.28313760000002	-0.6506527415143605	6.025353813171387	100.0	288.7158	homeobox protein knotted-1-like 5	0.9808537312321234
AT4G32050.1	Q5E911	4	canonical	32.0	68.27037520000022	0.1757281553398055	4.882094383239747	99.95	37.3425	neurochondrin family protein	0.9354233777078432
AT4G32060.1	MICU	4	canonical	23.0	55.414442700000144	-0.2343373493975906	8.583917045593264	100.0	696.8729	calcium-binding EF hand family protein	0.9916517749271709
AT4G32070.1	PHOX4	4	canonical	70.0	87.9738665000005	-0.5964194373401516	5.556886863708496	100.0	448.8447	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein	0.9988023605790057
AT4G32100.1	F4JTI5	4	canonical	7.0	13.472235499999984	0.1073770491803278	5.174474143981932	3.86	371.2029	Beta-1%2C3-N-Acetylglucosaminyltransferase family protein	0.5818691077467582
AT4G32105.1	Q8LCV8	4	canonical	5.0	13.778889599999983	0.2822580645161291	8.113813591003417	15.81	464.3776	Beta-1%2C3-N-Acetylglucosaminyltransferase family protein	0.8792629532574018
AT4G32110.1	Q6ID72	4	canonical	5.0	13.688869999999987	0.303225806451613	7.489980888366699	18.81	1221.8454	Beta-1%2C3-N-Acetylglucosaminyltransferase family protein	0.8627740902312449
AT4G32120.1	B3GTA	4	canonical	14.0	39.27128060000004	-0.4588405797101451	8.55329456329346	99.98	46.4451	Galactosyltransferase family protein	0.960562539586901
AT4G32130.1	Y4213	4	canonical	23.0	22.563045299999985	0.178217821782178	9.470873069763185	100.0	166.2523	ER membrane protein complex subunit-like protein (DUF2012)	0.9629282130543628
AT4G32140.1	O49378	4	canonical	7.0	43.40108220000003	0.398730964467005	6.108963966369628	100.0	150.8348	EamA-like transporter family	0.9665702262693276
AT4G32150.1	VA711	4	canonical	32.0	25.038655000000038	-0.0666666666666668	9.24948863983154	100.0	1200.5236	vesicle-associated membrane protein 711	0.9746858706476711
AT4G32160.1	EREL1	4	canonical	44.0	81.81001350000045	-0.6921161825726128	5.399556541442871	99.98	80.6599	Phox (PX) domain-containing protein	0.9957988824337268
AT4G32170.1	O49373	4	canonical	20.0	57.60713570000004	-0.1361660079051387	9.218350410461426	16.82	309.4482	cytochrome P450%2C family 96%2C subfamily A%2C polypeptide 2	0.9445295640612811
AT4G32180.1	PANK2	4	canonical	97.0	99.63850060000073	-0.2470588235294109	5.597469902038574	100.0	175.3913	pantothenate kinase 2	0.9983987359821664
AT4G32190.1	Q8H1E5	4	canonical	18.0	90.01827610000042	-0.6500638569604071	5.001513099670409	99.93	690.1915	Myosin heavy chain-related protein	0.9980417042483787
AT4G32200.1	ASY2	4	canonical	48.0	158.5238764000003	-0.4992852037169416	6.054398536682128	99.03	24.0969	DNA-binding HORMA family protein	0.8804867390530701
AT4G32210.1		4	canonical	30.0	23.453687500000008	-0.032394366197183	9.95799617767334	99.89	249.7367	succinate dehydrogenase 3-2	0.9351928809149107
AT4G32250.1	Q8RWX4	4	canonical	39.0	68.15664930000027	-0.2833060556464811	7.944197273254395	100.0	853.6125	Protein kinase superfamily protein	0.9968950035285112
AT4G32260.1	Q42139	4	canonical	80.0	23.917480000000012	-0.1073059360730593	5.799930381774902	100.0	4719.677	ATPase%2C F0 complex%2C subunit B/B'%2C bacterial/chloroplast	0.9792922473418183
AT4G32270.1	Q8GYB5	4	canonical	5.0	27.267283900000034	-0.4192468619246864	9.97495136260986	99.89	79.1962	Ubiquitin-like superfamily protein	0.9020498281154687
AT4G32272.1	UGNT1	4	canonical	4.0	37.64004089999998	0.6630813953488377	9.064013099670408	99.98	195.404	Nucleotide/sugar transporter family protein	0.9678765266979623
AT4G32285.1	CAP1	4	canonical	124.0	70.55387100000016	-0.5371653543307077	5.770544624328613	100.0	312.3512	ENTH/ANTH/VHS superfamily protein	0.9975558089336394
AT4G32290.1	O49362	4	canonical	20.0	44.04143130000006	-0.1677083333333333	9.139441108703616	99.93	377.457	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein	0.9815193080622935
AT4G32295.1	Q84JY3	4	canonical	2.0	26.99746420000001	-0.6218487394957987	8.809234046936037	99.82	228.1198	histone acetyltransferase	0.9166820215872588
AT4G32300.1	SD25	4	canonical	32.0	89.73868000000057	-0.1538367844092569	6.076395225524903	99.98	226.2296	S-domain-2 5	0.9974855796352999
AT4G32320.1	APX6	4	canonical	26.0	36.23931580000003	-0.1838905775075987	8.99109935760498	99.95	130.5691	ascorbate peroxidase 6	0.9680537220168143
AT4G32330.1	WDL5	4	canonical	64.0	47.54240330000008	-1.107322654462242	8.589525794982912	100.0	263.3946	TPX2 (targeting protein for Xklp2) protein family	0.9577243166045699
AT4G32350.1	Q8RXT2	4	canonical	30.0	83.97377870000041	-1.151639344262295	9.036291694641116	99.98	118.9683	Regulator of Vps4 activity in the MVB pathway protein	0.9929075839691085
AT4G32360.1	MFDR	4	canonical	39.0	53.06899210000006	-0.2755693581780541	8.691127967834472	99.93	70.611	Pyridine nucleotide-disulfide oxidoreductase family protein	0.9486193052437945
AT4G32380.1	F4JUA6	4	canonical	7.0	49.265205100000095	-0.1403973509933775	7.91209201812744	21.38	473.6053	pectin lyase superfamily protein	0.9195812342044888
AT4G32390.1	PT432	4	canonical	18.0	39.01974000000004	0.5917142857142874	8.612863349914551	100.0	1934.2683	Nucleotide-sugar transporter family protein	0.9743514797230975
AT4G32400.1	BRT1	4	canonical	38.0	42.57053330000001	-0.0556122448979594	9.41620388031006	99.98	186.2338	Mitochondrial substrate carrier family protein	0.9754244022184878
AT4G32410.1	CESA1	4	canonical	109.0	122.2354321000009	-0.2356151711378332	6.527980995178221	100.0	636.5067	cellulose synthase 1	0.9977794856563252
AT4G32420.1	CYP95	4	canonical	49.0	94.62928300000084	-1.368339307048979	11.933178520202638	99.98	125.4474	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	0.9883329848523725
AT4G32430.1	PP345	4	canonical	3.0	85.1828676000004	-0.0639580602883355	6.1382360458374015	99.67	27.5497	Pentatricopeptide repeat (PPR) superfamily protein	0.9129904601867322
AT4G32450.1	PP346	4	canonical	15.0	60.53654660000012	-0.4692737430167595	5.648511314392089	99.7	139.1198	Pentatricopeptide repeat (PPR) superfamily protein	0.9791579255966827
AT4G32460.1	Q8LAR0	4	canonical	69.0	39.81823260000007	-0.0221917808219178	8.166742134094239	99.91	2090.0165	choice-of-anchor C domain protein%2C putative (Protein of unknown function%2C DUF642)	0.9817512661028818
AT4G32470.1	QCR71	4	canonical	38.0	14.526820799999983	-0.6327868852459019	9.728682136535646	100.0	847.2225	Cytochrome bd ubiquinol oxidase%2C 14kDa subunit	0.9513171084720412
AT4G32490.1	Q84JV2	4	canonical	10.0	23.657909199999995	0.0389140271493212	8.541238975524902	35.92	1655.1301	early nodulin-like protein 4	0.8619516279098457
AT4G32500.1	AKT5	4	canonical	31.0	98.5032561000008	-0.0250000000000001	7.369254875183105	55.09	80.4502	K+ transporter 5	0.9343997285600075
AT4G32510.2	A0A178V4U7	4	canonical	15.0	76.41051550000029	0.1760000000000001	7.976689338684082	76.91	700.0358	HCO3- transporter family	0.9209766141733988
AT4G32520.1	GLYP3	4	canonical	128.0	57.98205070000011	-0.1752362948960306	9.030682945251463	100.0	229.0509	serine hydroxymethyltransferase 3	0.9916092032451254
AT4G32551.1	LEUNG	4	canonical	63.0	102.23157910000062	-0.7128893662728248	6.569302940368652	99.98	221.012	transcriptional corepressor LEUNIG	0.9988469458325093
